> -L"Wang_Cocos_Plate_Boundary"
-108.579234525	21.9008719921
-108.956306775	21.363663996
-108.807602723	21.2392909368
-109.298843539	20.5631821668
-109.119664394	20.4868538051
-109.431257281	19.9834698998
-108.181175071	19.2223591054
-108.206229198	19.0768033238
-106.294511976	18.4770674422
-106.360719283	18.0078135127
-105.699614664	17.9425514719
-105.625986446	17.7618031367
-105.468666629	17.7629450734
-105.318086246	16.4045828636
-105.544608176	16.3276597845
-105.37870601	15.3127509004
-104.526989933	15.425389096
-104.243841023	14.095347598
-103.957840093	12.7591154471
-103.76575332	11.7604913504
-103.850637116	11.743299367
-103.635336238	10.685582634
-103.555958929	10.3051983244
-103.752303136	10.2622079204
-104.132040841	10.2059261993
-104.318167782	10.1719778756
-104.241052533	9.80678156044
-104.186486835	9.40574076403
-104.157847144	9.06264560558
-104.177920403	8.91847850356
-104.153222629	8.86358055683
-104.120224438	8.59727126889
-104.131451692	8.43660298323
-103.756308894	8.4738750979
-103.186685005	8.54526956091
-102.891767098	8.45967861672
-102.684184962	7.31083139322
-102.705039545	7.22972658251
-102.505842918	6.08715061496
-102.389850678	5.5064711417
-102.455146275	5.45906889395
-102.32834052	4.56491367151
-102.23933573	3.90217626645
-102.17788519	3.48856945772
-102.229832389	3.43604931903
-102.160855295	3.01279631721
-102.079007139	2.51733174898
-102.054781085	2.3298564769
-101.911724378	2.32140377152
-101.719155692	2.19245742548
-101.350921088	2.07941714367
-100.346233839	2.06122583592
-99.8691880266	2.06270524184
-99.8473949528	2.21230593706
-98.9950758971	2.14139534097
-98.8774896999	2.2237036336
-98.2144969887	2.25389052322
-97.9416515104	2.25652219517
-97.8540275572	2.07294811801
-97.5332431517	2.04828438696
-97.1586151337	2.00680779067
-97.1182275342	1.85479354058
-96.1875989921	1.77461618585
-96.1527828166	2.24933594206
-95.231647735	2.2182159341
-95.2052951304	2.50621068706
-92.1228551704	2.17100393698
-92.1238225536	1.96406734478
-91.5361220405	2.01399534087
-91.5141700582	1.79716351148
-85.4655081605	1.32395748669
-85.2975662811	1.63806253609
-84.5385583974	1.5759080384
-84.3848811121	3.12325621795
-82.8079112403	3.07410085008
-81.6420104882	1.94076299346
-80.7048930545	1.67978645476
-80.3394991741	1.44204364202
-79.7520844263	2.43885367256
-79.2584828083	3.13089371546
-78.607137934	3.90172829571
-78.1416553902	4.81842121261
-77.9964788471	5.09360568428
-78.0259385482	5.50364334637
-78.1207156404	5.98286536553
-78.4468327267	6.4594313347
-78.7577997044	6.85482546485
-78.8186353972	7.06934366497
-79.3091214747	6.96523861832
-80.0011524889	6.78709622674
-80.7545018723	6.70974792751
-81.7899287122	6.95776371294
-81.8007914538	6.96747267908
-82.4211994045	7.15931807463
-83.0027287204	7.52214172399
-83.1058528643	7.99945273634
-83.7892763857	8.36504685602
-84.4500890586	8.60936594826
-85.0390905477	8.9755766881
-85.6254289942	9.18288032227
-86.267676741	9.65298911465
-87.0191860825	10.5208565942
-87.6691317875	11.1859030876
-88.5793322436	11.7049449327
-89.4476721704	12.0864515147
-89.9561215496	12.2866449645
-90.4025989292	12.4494094895
-90.6532887942	12.542735119
-90.8693748892	12.6247798968
